date,customer_id,product_id,quantity,amount,payment_method
2025-06-19,75,98,8,3308.8,PayPal
2024-04-07,186,63,6,1382.58,Cash
2024-10-14,321,66,1,963.68,Cash
2025-10-15,115,7,1,93.72,PayPal
2024-06-04,394,61,1,599.61,Credit Card
2025-12-16,398,75,10,5434.5,Cash
2025-08-30,432,54,5,650.25,PayPal
2025-10-11,433,99,1,285.21,Credit Card
2025-01-13,493,26,2,1053.4,Bank Transfer
2025-08-09,208,63,2,1743.36,PayPal
2025-08-05,384,34,6,2185.68,PayPal
2025-05-16,461,2,5,4486.55,Credit Card
2025-07-03,43,94,4,2864.32,PayPal
2025-01-13,416,93,5,597.95,Cash
2024-02-06,157,64,5,331.1,PayPal
2025-09-03,414,79,10,3114.0,Bank Transfer
2024-07-27,57,64,2,1401.48,Cash
2025-09-09,168,65,4,977.2,Cash
2025-05-08,295,74,10,6443.4,Credit Card
2024-02-11,496,54,5,391.8,Credit Card
2025-02-27,43,77,4,853.04,Bank Transfer
2024-02-26,114,54,2,79.34,Credit Card
2025-09-05,291,97,9,1301.67,Bank Transfer
2025-10-26,195,30,7,4698.68,Bank Transfer
2025-10-31,56,85,9,4445.91,Credit Card
2025-03-08,308,46,5,2829.4,Bank Transfer
2025-03-18,401,74,2,1765.34,Credit Card
2024-06-09,445,43,2,232.86,PayPal
2024-10-26,227,90,2,909.8,PayPal
2025-02-25,18,51,10,9505.0,Cash
2025-09-04,106,19,5,553.3,Cash
2025-11-04,390,44,7,225.75,Cash
2025-01-25,261,100,3,598.92,Cash
2024-10-18,305,5,2,577.64,PayPal
2025-11-27,316,55,4,2726.6,PayPal
2025-07-11,398,83,9,6465.33,Cash
2024-07-12,112,28,2,147.04,Bank Transfer
2024-10-24,208,94,1,920.13,Bank Transfer
2024-01-29,98,21,10,7259.5,Credit Card
2025-08-27,300,47,3,2322.63,PayPal
2023-12-17,364,53,3,1431.78,Credit Card
2025-07-20,122,40,10,3310.0,PayPal
2024-07-25,333,28,4,3151.92,Cash
2025-07-17,248,8,3,2956.74,Bank Transfer
2025-05-12,313,55,5,1921.1,Bank Transfer
2024-08-15,486,97,2,762.36,Credit Card
2024-09-16,117,62,2,665.64,PayPal
2024-12-06,91,28,10,389.0,Bank Transfer
2025-11-20,301,96,9,1314.09,Cash
2025-04-21,468,38,4,1122.12,Cash
2024-01-30,253,20,7,6587.49,Bank Transfer
2024-02-28,465,83,7,5585.93,Cash
2024-05-29,240,55,2,331.28,Bank Transfer
2025-01-29,493,11,7,2841.44,Bank Transfer
2025-01-01,294,93,3,574.86,Credit Card
2025-03-06,485,42,7,3259.34,Credit Card
2024-08-28,216,35,3,2326.08,Credit Card
2024-06-30,294,43,10,6546.9,Credit Card
2025-06-06,335,33,4,1006.68,Cash
2025-06-20,51,63,10,2345.4,PayPal
2024-04-28,328,21,7,3300.15,Credit Card
2025-09-18,212,80,8,2100.48,Cash
2024-04-23,433,55,2,748.14,Credit Card
2024-03-25,442,8,7,291.76,Credit Card
2025-01-17,7,86,7,4529.91,PayPal
2025-02-04,331,16,8,6798.64,Credit Card
2025-03-22,165,2,8,3715.44,Cash
2024-02-23,278,68,7,6730.29,Cash
2025-05-14,320,82,3,2115.84,Credit Card
2024-08-30,54,24,7,2711.94,Bank Transfer
2025-10-27,23,33,9,7573.05,Credit Card
2025-08-29,287,18,7,2875.39,Credit Card
2024-05-19,467,36,9,123.48,PayPal
2025-01-02,20,66,5,863.6,PayPal
2025-01-20,1,60,5,3104.05,Credit Card
2024-08-28,261,63,10,5689.5,Cash
2025-03-25,344,59,8,4852.8,Cash
2025-11-03,265,73,4,553.32,PayPal
2025-07-08,242,92,4,2459.68,Bank Transfer
2024-10-29,209,29,5,4535.65,PayPal
2024-06-12,480,42,9,3234.24,Cash
2024-03-24,453,59,9,3108.69,PayPal
2024-08-17,489,88,1,466.93,Bank Transfer
2024-08-06,35,86,5,737.65,Cash
2024-06-10,14,63,5,4369.8,Cash
2024-08-31,62,67,5,1332.55,PayPal
2024-11-29,43,55,2,520.02,PayPal
2024-09-17,144,77,9,677.97,Credit Card
2025-03-08,235,56,1,240.2,Credit Card
2025-10-25,113,69,1,345.32,Cash
2024-02-29,211,96,6,2397.48,Bank Transfer
2025-07-23,438,15,7,196.42,Credit Card
2025-02-16,370,39,3,2470.05,Cash
2025-06-07,83,28,8,740.8,Bank Transfer
2025-06-05,234,78,2,1220.04,PayPal
2024-09-05,194,29,1,18.54,Credit Card
2023-12-27,179,86,10,2587.1,Credit Card
2024-01-08,456,24,7,4442.41,Cash
2025-05-11,385,76,5,3845.6,Cash
2025-04-26,369,38,6,3741.54,Cash
2025-06-13,378,44,9,2902.59,PayPal
2025-08-08,493,25,1,899.41,Bank Transfer
2024-07-15,398,32,4,1263.8,Bank Transfer
2025-06-13,326,39,1,574.8,PayPal
2025-05-28,393,49,7,156.59,Bank Transfer
2024-09-29,226,84,4,711.88,Bank Transfer
2025-07-17,444,35,9,4492.62,PayPal
2025-05-23,398,46,7,2578.24,Credit Card
2024-03-05,218,19,1,746.58,PayPal
2024-04-24,254,24,2,1673.22,Credit Card
2024-04-15,91,81,5,1665.4,PayPal
2025-05-11,235,61,2,1187.24,Cash
2024-02-29,244,26,9,1667.97,Bank Transfer
2024-11-22,214,52,7,1314.6,Cash
2024-11-09,221,37,9,3863.97,Cash
2024-03-03,337,75,5,853.45,PayPal
2024-06-26,386,6,10,9313.5,Bank Transfer
2024-10-06,291,21,1,313.97,PayPal
2024-06-22,206,33,4,256.52,Credit Card
2025-09-08,318,80,3,549.45,Bank Transfer
2025-01-04,62,94,9,8223.48,Credit Card
2025-10-02,475,66,9,4979.16,Credit Card
2024-06-28,412,79,10,7678.7,PayPal
2025-01-14,154,96,4,153.96,Bank Transfer
2024-04-17,117,52,1,986.24,PayPal
2023-12-22,119,89,10,1241.8,Credit Card
2024-02-18,242,77,9,1071.0,PayPal
2025-10-03,287,1,4,560.96,Bank Transfer
2024-04-29,377,58,6,3883.74,Cash
2024-08-29,150,52,10,1695.0,PayPal
2025-05-01,425,3,2,1994.6,Credit Card
2024-01-13,69,79,3,2733.42,Bank Transfer
2025-08-25,38,7,6,5803.98,PayPal
2024-11-01,47,68,5,596.15,Credit Card
2024-03-16,477,73,9,4619.07,Cash
2024-07-14,98,85,3,2688.03,Bank Transfer
2025-07-31,107,50,7,5033.49,PayPal
2024-05-26,491,92,1,342.27,Cash
2025-08-13,457,42,6,2178.36,Cash
2025-03-21,434,75,7,1891.26,Cash
2024-06-11,440,83,3,1378.56,Cash
2024-06-19,286,90,8,7028.48,PayPal
2025-03-15,113,78,4,2023.32,Credit Card
2024-03-03,355,99,6,2709.84,Credit Card
2025-01-01,469,85,3,649.47,PayPal
2024-04-01,136,9,10,848.3,PayPal
2025-04-29,379,32,10,7457.2,Bank Transfer
2024-07-30,299,29,5,2665.55,Credit Card
2024-09-04,181,13,9,8785.08,Credit Card
2024-07-28,196,31,9,2389.23,Cash
2025-01-04,138,46,7,4513.04,Credit Card
2025-09-09,485,31,8,6793.52,Credit Card
2025-07-01,208,15,1,828.25,Bank Transfer
2024-02-18,142,28,1,997.64,Cash
2024-08-06,63,29,9,7933.77,Credit Card
2024-05-19,441,90,8,2049.36,Bank Transfer
2025-01-08,41,30,2,374.98,Credit Card
2025-05-19,442,25,10,813.5,Bank Transfer
2025-11-28,284,65,4,656.84,PayPal
2025-12-16,197,45,1,532.15,PayPal
2025-11-03,409,77,10,1845.1,Bank Transfer
2024-08-17,127,47,10,7935.2,Bank Transfer
2025-02-03,137,82,7,3741.71,Cash
2025-04-13,268,13,3,1910.25,Credit Card
2025-12-12,461,49,1,99.92,Bank Transfer
2024-03-10,43,29,7,561.89,Cash
2024-12-08,136,53,6,1295.52,PayPal
2024-01-01,224,52,1,786.92,Bank Transfer
2025-10-20,87,85,10,6201.7,PayPal
2024-03-08,161,27,5,2596.25,Cash
2024-01-27,63,97,3,1570.14,Bank Transfer
2024-12-28,227,47,3,1456.41,Credit Card
2024-11-10,91,16,8,4536.56,Bank Transfer
2025-06-12,283,24,2,866.18,Credit Card
2025-01-19,315,33,7,4688.39,Credit Card
2024-09-24,166,9,1,662.42,PayPal
2024-07-13,94,75,4,2089.96,Credit Card
2025-03-25,15,15,5,469.25,PayPal
2024-07-09,254,62,9,5391.99,PayPal
2024-10-13,216,63,3,790.5,Bank Transfer
2024-07-06,438,36,5,1137.05,Cash
2025-09-29,389,81,8,3540.08,Bank Transfer
2025-02-19,158,63,6,949.92,Credit Card
2025-01-14,336,1,1,92.6,Bank Transfer
2025-07-19,89,47,5,2030.75,Credit Card
2025-07-09,227,65,8,4716.4,Credit Card
2024-03-21,98,42,10,6741.7,Cash
2025-07-12,73,13,1,817.4,PayPal
2024-11-11,498,81,8,6861.76,Credit Card
2025-09-10,349,53,6,1770.42,Bank Transfer
2024-07-03,193,90,8,5578.32,Credit Card
2024-05-26,128,24,9,8699.13,Bank Transfer
2024-10-01,8,16,5,2193.65,Credit Card
2024-02-15,296,65,9,4265.01,Credit Card
2025-06-19,443,21,1,183.99,Bank Transfer
2025-11-11,43,16,5,4538.5,Cash
2024-07-07,136,70,4,2900.72,Credit Card
2024-03-01,148,34,9,2914.47,Cash
2024-09-30,478,20,5,2478.2,Credit Card
2024-05-27,339,47,1,736.47,Credit Card
2024-07-26,381,49,9,498.42,Bank Transfer
2024-10-13,333,85,8,3081.6,Cash
2024-04-28,324,93,2,168.8,Cash
2025-03-24,125,69,3,729.78,PayPal
2025-04-03,233,27,9,3264.21,Bank Transfer
2025-11-06,193,87,1,619.69,PayPal
2024-01-08,133,40,6,3917.58,Bank Transfer
2024-03-03,82,39,1,965.45,Cash
2024-11-01,322,39,9,220.59,Credit Card
2025-11-19,373,59,3,108.39,Bank Transfer
2024-02-19,203,34,8,247.6,Cash
2024-11-23,318,17,1,196.54,Credit Card
2025-02-28,491,46,8,7952.96,Cash
2025-04-30,285,67,9,7681.5,Bank Transfer
2025-05-29,290,51,2,372.32,PayPal
2025-12-16,101,69,1,395.88,Credit Card
2024-12-26,441,98,9,7366.68,Cash
2025-07-11,125,79,5,1415.25,PayPal
2025-11-03,472,90,5,3265.1,Cash
2024-06-23,159,51,2,1505.54,Bank Transfer
2025-01-08,55,43,8,5051.04,Cash
2025-12-03,198,27,8,1061.92,Bank Transfer
2024-06-28,111,77,7,5681.62,Credit Card
2025-04-03,263,22,4,1369.44,Credit Card
2024-03-19,371,77,10,3883.7,PayPal
2025-07-12,44,100,10,5047.8,Bank Transfer
2025-11-15,324,20,7,1808.87,Bank Transfer
2025-06-05,243,73,6,5964.12,Credit Card
2024-02-25,430,44,3,642.21,Credit Card
2024-05-17,427,80,9,3957.84,Cash
2024-10-09,393,57,9,3114.0,PayPal
2025-06-13,166,70,1,337.85,Credit Card
2025-08-12,162,1,8,1006.32,Bank Transfer
2024-12-03,167,5,7,2051.35,Cash
2024-07-09,433,36,9,7017.84,PayPal
2025-01-24,188,78,1,272.13,Credit Card
2025-03-15,195,47,5,949.35,Credit Card
2025-04-25,204,54,4,2221.92,Bank Transfer
2024-02-21,360,31,9,1906.02,Credit Card
2025-05-01,458,57,6,5700.24,PayPal
2025-12-04,24,33,6,4241.58,Cash
2025-05-26,144,74,10,7643.6,Credit Card
2024-02-16,106,61,9,5582.52,PayPal
2024-10-20,16,40,8,3953.6,Bank Transfer
2025-11-02,482,51,1,93.58,Credit Card
2024-03-28,461,75,5,207.0,Cash
2024-10-20,157,86,6,3066.0,Bank Transfer
2025-08-26,295,56,3,2036.94,PayPal
2025-10-12,304,83,9,4934.07,Credit Card
2025-07-10,382,69,3,918.48,Credit Card
2025-10-15,288,9,9,1424.7,PayPal
2024-01-07,23,47,10,2806.2,Bank Transfer
2024-12-02,426,5,10,5017.9,PayPal
2024-01-08,166,75,6,5591.94,Cash
2024-03-04,130,20,6,5155.8,Credit Card
2024-10-26,128,1,2,346.88,Credit Card
2024-07-05,375,15,10,4813.8,Cash
2024-12-06,54,88,2,391.56,Bank Transfer
2024-09-02,481,24,6,2296.44,Credit Card
2024-01-04,346,92,4,3560.56,Bank Transfer
2024-12-10,407,33,10,890.5,Cash
2025-03-07,182,12,5,1869.1,Cash
2025-07-27,34,21,10,8911.4,PayPal
2025-11-13,108,64,7,4089.54,Bank Transfer
2024-06-16,446,22,8,5620.08,Credit Card
2025-10-07,411,28,8,574.8,Credit Card
2024-11-08,84,69,4,2145.48,PayPal
2024-10-30,25,17,5,748.05,Bank Transfer
2025-06-21,211,29,10,8856.1,PayPal
2024-02-07,23,96,1,538.63,Bank Transfer
2024-10-03,361,95,6,2169.3,Cash
2024-01-22,365,31,4,3224.44,Credit Card
2025-10-07,262,31,10,7246.5,PayPal
2024-12-21,382,38,8,291.12,Bank Transfer
2025-03-04,455,75,7,4080.3,Cash
2024-10-15,311,48,7,1902.04,Credit Card
2024-04-24,324,35,1,29.7,Cash
2025-10-19,126,87,4,1907.44,Credit Card
2025-05-17,133,9,4,475.6,PayPal
2024-04-15,108,86,7,589.33,Credit Card
2025-11-24,424,25,5,3929.05,PayPal
2024-12-17,466,50,1,464.08,Cash
2024-10-12,65,82,5,2297.15,Cash
2025-05-23,190,92,8,7045.6,Credit Card
2025-07-30,93,71,6,2785.98,PayPal
2025-09-12,260,71,9,4705.2,Cash
2025-07-20,46,55,1,987.36,Credit Card
2024-03-04,66,3,8,1387.92,Credit Card
2025-05-24,457,23,1,292.1,Bank Transfer
2024-04-06,282,1,2,701.0,Bank Transfer
2024-05-25,473,94,4,395.8,Credit Card
2025-11-25,228,75,1,208.36,Bank Transfer
2024-06-13,208,84,4,2910.24,Cash
2024-06-01,158,9,2,766.3,Bank Transfer
2025-03-08,411,89,6,3127.5,Credit Card
2024-10-25,101,27,8,3745.6,Cash
2025-05-29,394,51,2,1809.24,PayPal
2024-08-17,343,5,1,514.12,Bank Transfer
2024-10-12,126,37,2,53.38,Credit Card
2025-03-22,148,2,8,5310.64,Credit Card
2024-07-20,420,36,1,392.22,Cash
2025-10-18,479,4,7,5182.94,Credit Card
2025-06-03,465,36,3,2711.97,Credit Card
2024-07-10,254,16,5,2192.65,Bank Transfer
2025-10-27,217,88,9,7316.55,Cash
2024-09-10,177,7,1,97.41,Credit Card
2024-09-18,364,25,1,272.53,Credit Card
2024-07-17,380,77,1,797.23,Bank Transfer
2024-06-24,312,23,10,9494.5,Cash
2023-12-20,98,72,2,725.26,Bank Transfer
2025-01-04,49,86,9,6030.45,Bank Transfer
2024-11-22,178,49,9,8910.27,PayPal
2024-01-17,83,27,10,1289.7,Credit Card
2024-06-07,226,14,6,674.76,Credit Card
2024-09-14,277,2,7,1331.12,PayPal
2025-10-16,236,92,7,6900.32,Bank Transfer
2025-09-26,463,97,7,5991.51,Credit Card
2025-01-02,436,90,5,609.1,Bank Transfer
2025-07-25,39,67,7,270.06,PayPal
2024-10-07,357,53,5,4090.15,Bank Transfer
2025-11-30,167,57,10,3014.7,Cash
2025-04-09,305,33,3,2601.48,PayPal
2025-05-07,157,86,7,2133.74,PayPal
2024-04-19,224,18,5,359.35,Bank Transfer
2025-07-20,274,75,6,4541.28,Bank Transfer
2024-01-07,52,54,1,682.81,Bank Transfer
2025-06-29,423,63,9,467.1,PayPal
2024-06-15,256,92,6,2156.22,Bank Transfer
2024-07-01,184,28,8,4854.4,PayPal
2025-11-16,101,30,7,5140.8,Credit Card
2025-10-20,207,8,3,733.5,Cash
2025-03-06,163,99,5,4986.1,Credit Card
2025-09-02,6,18,6,2502.36,Credit Card
2025-07-01,15,26,5,1254.25,Credit Card
2024-05-03,455,38,8,6576.16,PayPal
2025-04-09,418,69,10,6289.2,PayPal
2025-08-21,253,18,3,2305.05,PayPal
2024-06-01,498,24,3,1770.48,Credit Card
2024-06-12,250,83,9,1498.23,Cash
2023-12-30,298,71,9,7315.74,Bank Transfer
2024-11-04,143,37,2,1626.24,PayPal
2024-08-23,301,75,5,4361.3,Credit Card
2024-02-14,44,42,10,3436.3,Credit Card
2024-02-02,82,94,8,3756.32,Bank Transfer
2025-09-25,368,38,2,1952.52,Cash
2023-12-28,86,38,2,1476.12,Credit Card
2024-07-30,106,11,8,4641.2,Cash
2024-12-27,26,81,7,3392.2,Credit Card
2025-11-11,453,99,1,107.61,Bank Transfer
2025-08-31,373,22,7,1640.52,Credit Card
2025-05-20,204,68,9,1111.32,Credit Card
2025-02-10,223,35,1,168.71,Cash
2024-10-22,418,39,2,1535.6,PayPal
2025-01-19,84,44,1,533.94,Cash
2024-09-01,283,52,9,4938.93,Cash
2025-02-04,390,28,3,2766.24,Cash
2025-02-23,252,70,9,7618.95,Bank Transfer
2024-05-10,335,86,10,4910.8,PayPal
2024-06-05,231,90,5,2961.1,PayPal
2024-09-17,46,27,7,4473.84,PayPal
2024-07-02,36,53,10,9984.5,Cash
2024-06-27,364,48,3,2792.46,Cash
2025-08-04,214,14,2,328.3,PayPal
2024-06-29,318,38,2,700.42,Credit Card
2024-09-22,333,88,4,1816.96,Credit Card
2024-06-19,104,39,3,2209.14,PayPal
2025-02-23,184,2,8,3275.68,Cash
2024-12-02,261,71,4,226.4,Cash
2025-12-12,294,95,2,590.52,Credit Card
2025-05-26,459,46,6,3253.92,Bank Transfer
2025-07-07,470,2,8,5493.68,Bank Transfer
2024-04-22,323,97,8,7928.32,PayPal
2025-02-20,387,8,6,521.4,PayPal
2025-07-19,122,89,8,4654.88,Bank Transfer
2024-01-17,417,68,7,603.75,Credit Card
2024-12-21,351,98,5,4369.9,Cash
2025-02-24,474,8,2,193.94,Credit Card
2025-09-24,172,74,9,6456.24,Cash
2025-08-28,92,18,8,4674.56,Bank Transfer
2024-10-27,219,56,3,686.73,Cash
2024-12-16,355,20,10,5637.8,Bank Transfer
2024-10-25,19,27,9,8964.9,Bank Transfer
2025-06-02,35,95,5,1478.0,Credit Card
2024-07-05,463,2,3,2089.56,Cash
2024-01-31,347,83,9,4459.41,Bank Transfer
2024-09-16,489,53,5,3746.4,Cash
2025-04-30,243,33,8,542.64,Credit Card
2025-05-14,240,23,10,569.4,Bank Transfer
2024-01-11,43,90,8,2134.16,PayPal
2024-08-18,68,39,3,423.0,Credit Card
2024-04-23,487,47,4,3542.36,Credit Card
2024-05-29,33,11,2,142.88,Bank Transfer
2025-08-15,148,23,7,5806.57,Bank Transfer
2025-03-09,398,13,10,7366.0,Bank Transfer
2024-03-21,119,53,2,1342.24,Bank Transfer
2024-01-06,407,18,9,4224.24,Credit Card
2024-02-14,17,16,6,1941.66,Cash
2024-08-18,241,88,6,5230.5,Cash
2025-05-25,245,51,7,165.13,Bank Transfer
2025-10-16,412,88,9,2372.76,Bank Transfer
2024-11-07,123,100,6,2309.76,Credit Card
2025-01-30,431,69,3,1894.89,PayPal
2025-04-19,489,32,4,689.24,Cash
2024-07-04,46,4,6,1500.12,PayPal
2024-10-31,443,56,10,4904.6,Bank Transfer
2024-11-04,399,41,8,2538.16,Credit Card
2025-06-09,16,4,4,3259.92,Cash
2025-05-19,115,88,2,1611.46,Bank Transfer
2023-12-22,33,13,5,3095.6,Bank Transfer
2025-01-30,283,9,4,3510.96,Bank Transfer
2024-01-19,253,87,8,2354.64,Credit Card
2024-06-14,365,35,4,1334.56,PayPal
2025-08-21,346,36,9,2319.66,Credit Card
2024-01-21,395,77,9,5452.92,Cash
2025-07-07,421,59,10,9257.6,Bank Transfer
2025-04-11,2,58,3,2126.64,PayPal
2024-11-24,191,52,4,3868.84,Credit Card
2025-02-23,342,11,7,6694.03,Bank Transfer
2025-04-11,413,27,7,2421.58,PayPal
2024-05-21,111,3,5,4179.0,Credit Card
2024-08-18,267,78,4,361.24,Bank Transfer
2025-10-06,462,41,8,1865.12,PayPal
2024-04-30,81,16,10,592.6,Cash
2024-11-12,105,19,9,6745.77,Cash
2024-11-09,403,80,9,7046.91,Cash
2025-07-25,141,81,7,4989.6,Bank Transfer
2025-05-05,425,57,10,4957.5,Credit Card
2024-11-30,138,54,9,5821.29,Bank Transfer
2025-06-02,260,11,10,8100.1,Cash
2024-01-01,481,93,1,274.12,Credit Card
2024-07-18,247,29,9,2577.33,Credit Card
2025-08-27,46,65,4,486.28,PayPal
2024-10-31,62,41,10,8772.9,PayPal
2025-04-05,27,96,9,6667.74,PayPal
2025-02-03,370,62,6,2598.66,Credit Card
2024-04-02,180,76,4,3374.04,Cash
2024-11-23,90,98,9,4235.31,Cash
2025-03-31,183,31,5,2462.15,Credit Card
2025-07-14,54,42,7,2613.52,Cash
2025-05-01,15,5,4,3874.0,Cash
2024-03-24,218,41,3,2549.91,Credit Card
2025-01-23,317,68,4,2522.64,Cash
2025-09-15,65,30,5,242.95,Credit Card
2025-08-23,32,48,2,930.78,Cash
2024-02-13,419,79,5,4556.55,Cash
2025-09-11,23,42,4,1607.52,Bank Transfer
2025-04-23,125,30,1,988.85,Credit Card
2024-11-09,212,26,2,520.14,Credit Card
2024-07-09,199,84,6,3475.56,PayPal
2025-03-24,436,43,1,439.0,Credit Card
2024-02-01,116,61,5,3029.2,Credit Card
2024-08-26,10,97,5,2901.15,Bank Transfer
2024-05-05,241,53,4,3270.84,Credit Card
2025-06-05,272,12,1,717.96,Credit Card
2024-06-08,161,52,8,5729.76,Cash
2024-03-30,182,66,1,187.55,Cash
2025-11-02,102,68,6,5441.4,Bank Transfer
2024-08-29,272,64,5,1649.5,PayPal
2025-05-26,216,98,2,1059.84,Bank Transfer
2025-01-04,295,88,8,6724.8,Cash
2024-04-10,389,16,1,271.24,PayPal
2024-10-04,475,37,9,7293.33,Bank Transfer
2024-10-10,490,76,6,4176.6,Cash
2024-02-22,264,91,6,5105.1,Credit Card
2025-01-08,1,71,7,994.63,Cash
2025-08-03,441,54,7,6808.62,PayPal
2024-03-19,63,73,7,4102.0,PayPal
2025-08-05,129,34,1,956.17,PayPal
2025-08-09,247,60,5,690.9,PayPal
2025-03-04,29,100,7,4109.77,PayPal
2024-06-12,242,38,2,1331.2,Bank Transfer
2024-02-09,202,24,4,1284.56,Credit Card
2025-04-01,2,93,8,7570.72,PayPal
2025-06-01,227,92,2,1967.08,Bank Transfer
2025-08-09,7,14,4,3782.84,Bank Transfer
2025-10-16,352,38,4,45.88,Bank Transfer
2025-07-03,217,12,6,4282.08,Credit Card
2024-12-02,397,34,6,2687.82,PayPal
2025-06-13,422,42,3,112.92,Credit Card
2024-11-10,382,19,10,6619.2,Bank Transfer
2025-11-17,383,32,6,1943.64,Credit Card
2025-03-28,437,16,8,5183.2,Credit Card
2024-11-27,190,90,4,1959.92,Cash
2024-03-29,54,71,5,2446.75,Bank Transfer
2025-11-25,254,13,5,616.95,Bank Transfer
2024-09-24,40,1,4,2226.16,Bank Transfer
2025-09-16,340,4,1,669.44,PayPal
2025-03-22,224,82,9,1583.01,Credit Card
2025-05-13,124,60,3,2973.78,Credit Card
2024-07-19,209,77,1,47.06,Cash
2024-07-01,72,28,8,1336.48,Credit Card
2025-08-07,474,20,9,8481.42,Bank Transfer
2025-06-24,371,2,10,8967.1,Credit Card
2025-04-05,441,93,10,363.9,Cash
2025-03-24,408,47,1,560.09,Credit Card
2024-02-19,155,43,6,5937.18,Bank Transfer
2024-11-21,334,79,7,4242.14,Cash
2025-02-02,44,87,3,1753.83,PayPal
2024-07-16,237,47,7,2383.5,Credit Card
2024-10-24,175,2,7,1285.97,Credit Card
2025-03-28,297,9,4,563.6,PayPal
2024-11-26,498,17,2,824.74,Cash
2025-10-13,268,20,1,794.19,PayPal
2025-07-29,351,35,7,5146.05,Cash
2024-04-27,407,69,9,716.49,Bank Transfer
2025-05-25,276,76,9,6779.7,PayPal
2025-01-26,63,32,10,7346.9,Cash
2024-12-08,219,41,3,1961.4,Bank Transfer
2025-01-21,159,81,4,1841.6,Credit Card
2023-12-30,288,41,9,6181.65,Bank Transfer
2024-12-15,354,44,6,4708.26,Credit Card
2025-11-07,234,64,7,4842.53,Cash
2024-06-19,405,64,10,6208.8,Bank Transfer
2025-02-08,285,34,7,1689.38,Bank Transfer
2024-01-14,198,53,2,349.86,Cash
2024-09-04,84,30,3,1937.94,Bank Transfer
2024-11-19,219,30,7,6539.19,Cash
2024-02-17,98,37,9,356.13,PayPal
2025-10-21,470,89,8,434.16,Credit Card
2024-12-13,337,60,6,3023.22,Credit Card
2025-09-30,277,82,7,1943.83,Bank Transfer
2024-06-06,287,94,10,2618.6,PayPal
2024-10-03,82,29,2,835.32,Bank Transfer
2025-05-30,283,66,4,3717.16,Bank Transfer
2025-01-19,266,84,3,831.24,Bank Transfer
2025-07-22,153,49,2,1993.5,PayPal
2024-05-13,344,16,1,220.52,Bank Transfer
2024-11-25,308,50,10,8760.5,Cash
2024-09-11,183,87,4,2898.76,Cash
2025-03-26,160,27,9,6557.58,Bank Transfer
2024-09-13,404,43,3,839.82,Credit Card
2023-12-22,357,12,9,583.74,PayPal
2025-05-26,230,2,4,2241.76,Cash
2025-03-13,447,96,10,5278.2,Cash
2024-06-28,274,70,9,5925.33,PayPal
2025-10-18,233,78,5,966.6,Cash
2025-01-03,488,87,4,346.72,Bank Transfer
2024-03-25,194,33,1,36.51,Credit Card
2024-01-24,302,81,10,3538.7,Credit Card
2024-12-12,393,50,9,1684.89,Credit Card
2024-12-28,214,7,9,5412.06,Credit Card
2024-03-07,25,51,10,8505.9,PayPal
2025-07-19,179,91,1,96.01,Credit Card
2025-11-19,296,32,10,3615.4,Bank Transfer
2024-03-04,225,56,5,1404.95,PayPal
2024-10-27,23,4,3,768.99,PayPal
2024-01-07,169,20,3,2470.29,Credit Card
2025-06-10,299,62,5,3513.2,Cash
2024-11-16,213,69,2,1039.24,Credit Card
2025-08-17,246,16,9,8166.06,Credit Card
2024-09-13,321,71,10,7832.6,Credit Card
2025-03-30,273,90,8,3654.48,PayPal
2025-03-24,55,41,3,97.05,PayPal
2025-02-10,492,72,2,67.14,Bank Transfer
2025-09-22,267,49,10,2648.1,PayPal
2024-10-03,321,85,2,558.7,Bank Transfer
2024-02-09,343,19,8,5235.84,PayPal
2024-08-16,226,17,10,2392.1,Cash
2025-05-11,424,56,7,2155.86,Cash
2024-06-18,208,55,9,3214.44,Cash
2025-09-25,80,92,2,720.02,Cash
2024-11-23,495,36,4,2652.4,PayPal
2024-05-06,151,59,10,1171.5,Credit Card
2025-07-17,459,23,4,1771.8,Credit Card
2024-07-11,77,96,10,9064.7,Cash
2024-12-25,288,51,7,5116.09,Credit Card
2025-07-29,22,58,8,2744.08,Cash
2025-03-30,50,31,6,78.42,Bank Transfer
2024-01-10,109,97,6,3855.96,PayPal
2025-08-15,192,20,9,7997.76,PayPal
2025-04-04,173,55,6,1896.84,PayPal
2024-12-11,32,77,5,4385.05,PayPal
2025-04-22,218,100,9,6831.27,Credit Card
2024-03-13,350,54,8,5698.8,Credit Card
2025-10-23,210,77,1,440.19,Bank Transfer
2024-10-30,491,30,4,439.08,Bank Transfer
2024-01-19,398,71,8,7122.16,Cash
2025-09-17,233,47,8,719.6,Cash
2023-12-23,48,12,5,2492.7,Credit Card
2024-08-01,181,100,2,965.7,Credit Card
2025-06-25,419,33,1,667.26,PayPal
2024-10-09,405,21,10,5818.1,Bank Transfer
2024-03-18,67,87,3,2056.02,Cash
2025-09-15,244,27,2,562.5,Cash
2024-03-08,357,40,9,8341.02,PayPal
2025-09-22,477,78,1,649.39,PayPal
2025-04-14,172,16,8,3491.2,Cash
2024-03-07,275,68,10,8685.6,Cash
2025-12-11,477,72,4,2082.84,PayPal
2025-12-07,220,41,5,3098.15,Cash
2024-04-27,489,76,1,366.93,Credit Card
2025-04-18,89,78,2,718.56,PayPal
2025-01-04,243,21,8,6753.92,Cash
2025-02-27,41,41,10,6172.7,Bank Transfer
2024-06-20,16,86,5,3797.0,Bank Transfer
